suburb,category,name,lat,lon
Charlemont,library,Unnamed library,-38.2197256,144.3556086
Diggers Rest,supermarket,Unnamed supermarket,-37.6260169,144.7165356
Reservoir,supermarket,Unnamed supermarket,-37.7170874,145.0094464
Reservoir,supermarket,Unnamed supermarket,-37.7171224,145.0096656
Reservoir,supermarket,Unnamed supermarket,-37.7171493,145.009976
West Footscray,supermarket,Unnamed supermarket,-37.8007293,144.8685916
Cheltenham,supermarket,Unnamed supermarket,-37.9705899,145.0687847
Doveton,supermarket,Unnamed supermarket,-37.985339,145.2392158
Dandenong,supermarket,Unnamed supermarket,-37.9882161,145.2183473
Belgrave Heights,supermarket,Unwrapped Pantry,-37.9301511,145.3595351
Doncaster East,cafe,Up The Road,-37.7816011,145.1636295
Footscray,cafe,Upsize,-37.7992772,144.8965347
South Melbourne,cafe,Upstanding Citizens,-37.8211524,144.9492866
Melbourne,cafe,Upstate Coffee,-37.813731,144.9708413
Geelong West,gym,Upstate,-38.1504135,144.3589339
Geelong West,gym,Upstate,-38.1506657,144.3594945
Melbourne,cafe,Uptown Jazz Café,-37.8021833,144.9776109
Cranbourne North,cafe,Urban Chill Coffee,-38.0849322,145.292257
Melbourne,cafe,Urban Deli,-37.812479,144.970072
Greensborough,cafe,Urban Grooves,-37.7046062,145.1014747
Moorabbin,supermarket,USA Foods,-37.9431586,145.0713505
Bellfield,cafe,V & B Coffee & Bakery,-37.7492736,145.0426162
Springvale,supermarket,Vacancy,-37.9517484,145.1517065
Melbourne,cafe,Vacation,-37.8159177,144.9721312
Bentleigh East,cafe,Valentinos Fish & Chips,-37.9356293,145.0613079
Belmont,supermarket,Valerie's Pantry,-38.1732868,144.344262
Hughesdale,cafe,Vanilla Lounge and Cakes,-37.8993547,145.0898381
Ringwood North,cafe,Vanille Blanche Cafe,-37.7955638,145.2353602
Melbourne,gym,Vault Crossfit,-37.8130719,144.9601471
Melbourne,supermarket,Vegetable Connection,-37.799665,144.97808
Mount Eliza,cafe,Velos Mazeh Musette Coffee,-38.1829653,145.0899812
Seaholme,cafe,Velvet Bean Altona,-37.8659092,144.8309545
Melbourne Airport,cafe,Veneziano Coffee Roasters,-37.6688708,144.8506493
Vermont South,library,Vermont South Library,-37.8544818,145.1813168
Caulfield,cafe,Vern’s,-37.8870552,145.0223373
Carlton,cafe,Vertue Coffee Roasters,-37.7976778,144.9683437
Narre Warren,cafe,Vesper Cafe & Takeaway,-38.0211227,145.2953006
Mornington,cafe,Via Boffe,-38.2187851,145.038169
Balwyn North,cafe,Via Roma,-37.7926959,145.071711
Cairnlea,cafe,Vicpies,-37.7582199,144.7902529
Fitzroy,cafe,Victoria Deli,-37.8092382,144.9891137
Fitzroy,cafe,Victoria Lounge,-37.8099642,144.9939912
Dandenong,cafe,Villa,-37.9869139,145.2148345
Carlton,cafe,Vincent the Dog,-37.7977605,144.9691421
Frankston,cafe,Virgo Espresso,-38.1438347,145.1249227
South Yarra,gym,Vision Personal Training,-37.8479027,144.9941178
Caulfield,gym,Vision Personal Training,-37.8870104,145.0215441
Burnley,gym,Visions Fitness Centre,-37.821682,145.0292664
Clifton Hill,cafe,VIT Cafe,-37.8009591,145.0022916
Dandenong,cafe,Viva La Vida,-37.988005,145.2158515
Diamond Creek,gym,VivaLife Pilates Studio,-37.6731417,145.1512609
Newcomb,cafe,VN Rolls,-38.1651219,144.39051
Melbourne,cafe,Vona Co,-37.8158657,144.9631604
Kingsbury,cafe,Vorea,-37.7122869,145.0477419
Footscray,cafe,Vu Bar,-37.793141,144.899436
Sunshine,supermarket,Vạn Hưng,-37.7841742,144.8324769
Mount Eliza,gym,W Method Pilates,-38.1826411,145.0902346
Taylors Lakes,cafe,W'Gardens Coffee Co. Drive Thru Coffee,-37.6957882,144.7760171
Melbourne,cafe,Waffle On,-37.8173618,144.9658924
Sunshine,cafe,Walia Ibex,-37.7860761,144.8317217
Sunshine,cafe,Walia Ibex,-37.7864685,144.8329251
Dandenong,cafe,Walker Street Cafe,-37.9881139,145.2122931
St Kilda,cafe,Wall Two80,-37.8685396,144.9932349
Carlton North,cafe,Walrus,-37.7704927,144.9616957
Richmond,gym,Wards Gym,-37.8278798,145.0035451
Melbourne,cafe,Warkop,-37.8126094,144.9729732
Richmond,cafe,Warm Hug,-37.8163488,144.9951648
Richmond,cafe,Warm Hugs,-37.8163383,144.9951366
Warrandyte,cafe,Warran Glen Cafe,-37.7450008,145.2361359
Warrandyte,cafe,Warrandyte Cafe,-37.7410624,145.2120871
North Warrandyte,library,Warrandyte Library,-37.7376851,145.2196474
Warrandyte,cafe,Warrandyte Stonehouse Cafe,-37.7392646,145.2296912
Drumcondra,gym,Waterfront Health Studio,-38.144304,144.3616891
Craigieburn,cafe,Waterside Cafe,-37.5917427,144.9046373
Watsonia North,library,Watsonia Library,-37.7104001,145.083534
Grovedale,library,Waurn Ponds Library,-38.1973961,144.3209911
Newtown,cafe,We are the press,-38.1583367,144.3447291
Camberwell,cafe,Weatherson Foods,-37.8246911,145.081835
South Yarra,cafe,Wee Bird,-37.8439628,144.9778926
Kingsville,cafe,Wee Jeanie,-37.8164713,144.8899389
Geelong West,cafe,Welcome Back Cafe,-38.1476446,144.3583667
Briar Hill,cafe,Were Street Food Store,-37.7166013,145.1213346
Footscray,cafe,West 48,-37.795709,144.8835446
Gladstone Park,cafe,West Espresso Brewers,-37.6764861,144.8862872
West Footscray,library,West Footscray Library,-37.7976543,144.8781317
West Footscray,cafe,Westerly,-37.8123011,144.8798735
Footscray,supermarket,Western Halal Meat,-37.8011993,144.9012307
Manifold Heights,library,Western Heights College Library,-38.1234654,144.3283482
Melbourne,cafe,Westwood,-37.8055306,144.9511039
Pearcedale,cafe,Wetland Café,-38.2117095,145.2509252
Wheelers Hill,library,Wheelers Hill Branch Library,-37.9077981,145.1909033
Malvern,cafe,Where Is Henry?,-37.853009,145.041383
Flemington,gym,White Dog Studio,-37.8017045,144.9070837
Ringwood,cafe,White Mojo,-37.8141303,145.2287896
Box Hill North,cafe,White Mojo,-37.8192903,145.1218015
Ripponlea,cafe,Who is Bunker Spreckels,-37.8859784,144.9883055
Kew,cafe,Who's Harry,-37.8158094,145.0210125
Ferntree Gully,supermarket,Wholefood Merchants,-37.8823427,145.2725503
Ferntree Gully,supermarket,Wholefood Merchants,-37.882963,145.2728047
Notting Hill,cafe,Wholefoods,-37.9117568,145.1332253
Ormond,cafe,Whyte Cafe,-37.8893911,145.0409564
Notting Hill,cafe,Wicked Cafe,-37.9009483,145.1312993
Cranbourne,cafe,Wicked Sensation,-38.1125927,145.2826218
Carlton North,cafe,Wide Open Road,-37.7762834,144.961226
Melbourne,cafe,Wild Bean Cafe,-37.8276047,144.9578222
Elsternwick,cafe,Wild Bean Cafe,-37.9006615,145.0071149
Parkville,cafe,Wild Dogs Cafe,-37.7823512,144.9510713
Ripponlea,gym,Wild Gypsea Wellness,-37.8877632,144.9839562
Coburg,cafe,Wild Timor Cafe,-37.7475961,144.9656412
Carlton,cafe,Wild Timor Coffee Co.,-37.7986544,144.9654934
Hurstbridge,cafe,Wild Wombat,-37.6404804,145.192419
Parkdale,cafe,Wild Yam Health Foods & Cafe,-38.0066093,145.086842
Frankston,cafe,Wildness,-38.1448351,145.1386459
Williamstown,library,Williamstown Library,-37.858278,144.896436
Kingsville,cafe,Willis & Anderson,-37.8169062,144.8920915
Kew,cafe,Willo Cafe,-37.7965609,145.035415
Flemington,cafe,Willo&Co Cafe,-37.8008298,144.9164612
Doncaster East,cafe,Wind Chimes Cafe,-37.7826886,145.1635478
Fitzroy,supermarket,Wing Chong Asian Supermarket,-37.8097393,144.9939322
Richmond,cafe,Winkel,-37.815283,144.9999352
Breakwater,cafe,Winston & Co,-38.1713604,144.3835647
Newtown,cafe,Winter's,-38.1564551,144.3455686
Macleod,cafe,Wish Upon a Cupcake,-37.7125605,145.0817991
Travancore,cafe,Wolf and Hound,-37.7865075,144.9291899
Altona North,cafe,Wolf Cafe and Eatery,-37.8448451,144.8422057
Werribee,cafe,Wolf on Watton,-37.9030188,144.6577145
Drumcondra,gym,Wonder Yoga,-38.1353042,144.349143
Geelong West,gym,Wonder Yoga,-38.1492672,144.3586002
Princes Hill,cafe,Wood And Co Coffee,-37.7678509,144.9552577
Belmont,cafe,WoodHouse,-38.1745767,144.3429283
Braeside,cafe,Woodlands Cafe and Takeaway,-37.994263,145.1187825
South Yarra,cafe,Woods,-37.8462292,144.9786964
Melbourne,cafe,Woodside Green,-37.8049081,144.9644892
Malvern,cafe,Woodstock,-37.8562409,145.0255752
Fitzroy,supermarket,Woolworths Metro Smith Street,-37.7978744,144.9841966
Brunswick East,supermarket,Woolworths Metro,-37.7578952,144.9638489
Ascot Vale,supermarket,Woolworths Metro,-37.7729791,144.9158047
Travancore,supermarket,Woolworths Metro,-37.7761084,144.9285108
Fitzroy,supermarket,Woolworths Metro,-37.7888884,144.9910691
Clifton Hill,supermarket,Woolworths Metro,-37.8002028,144.9949422
Melbourne,supermarket,Woolworths Metro,-37.8032025,144.9573621
Docklands,supermarket,Woolworths Metro,-37.8072174,144.943022
Melbourne,supermarket,Woolworths Metro,-37.8095589,144.9612274
Melbourne,supermarket,Woolworths Metro,-37.8100673,144.9587799
Melbourne,supermarket,Woolworths Metro,-37.810488,144.97004
Melbourne,supermarket,Woolworths Metro,-37.8159063,144.9560406
Kingsville,supermarket,Woolworths Metro,-37.81666,144.8916701
Melbourne,supermarket,Woolworths Metro,-37.8166713,144.9645325
Melbourne,supermarket,Woolworths Metro,-37.8190233,144.953305
Melbourne,supermarket,Woolworths Metro,-37.8268606,144.9593308
St Kilda,supermarket,Woolworths Metro,-37.8591642,144.9777767
Prahran,supermarket,Woolworths Metro,-37.8630952,145.0101814
Black Rock,supermarket,Woolworths Metro,-37.9738785,145.0163098
Donnybrook,supermarket,Woolworths,-37.5347438,144.960541
Mernda,supermarket,Woolworths,-37.5940251,145.0899513
Craigieburn,supermarket,Woolworths,-37.5941929,144.914809
Roxburgh Park,supermarket,Woolworths,-37.6161622,144.9153001
Epping,supermarket,Woolworths,-37.6278019,145.0274063
Mill Park,supermarket,Woolworths,-37.6520545,145.0741496
Lalor,supermarket,Woolworths,-37.6541932,145.0175181
Mill Park,supermarket,Woolworths,-37.6666811,145.060937
Lalor,supermarket,Woolworths,-37.6723358,145.0145459
Broadmeadows,supermarket,Woolworths,-37.6803737,144.9182109
Eltham North,supermarket,Woolworths,-37.6848714,145.1356942
Melton West,supermarket,Woolworths,-37.6858086,144.5666064
Melton West,supermarket,Woolworths,-37.6868858,144.5610829
Gladstone Park,supermarket,Woolworths,-37.6875423,144.8849079
Hillside,supermarket,Woolworths,-37.6915795,144.7478699
Bundoora,supermarket,Woolworths,-37.6950185,145.0585251
Taylors Lakes,supermarket,Woolworths,-37.699412,144.7778007
Taylors Lakes,supermarket,Woolworths,-37.7024047,144.7994466
Watsonia North,supermarket,Woolworths,-37.7048039,145.1000868
Glenroy,supermarket,Woolworths,-37.7070041,144.9387874
Kingsbury,supermarket,Woolworths,-37.7128214,145.0475954
Eltham,supermarket,Woolworths,-37.7141239,145.1502458
Essendon Fields,supermarket,Woolworths,-37.7146375,144.887236
Weir Views,supermarket,Woolworths,-37.7221703,144.5708161
Burnside Heights,supermarket,Woolworths,-37.7230371,144.7516
Burnside Heights,supermarket,Woolworths,-37.7301438,144.7430619
Preston,supermarket,Woolworths,-37.737145,145.0028388
Essendon Fields,supermarket,Woolworths,-37.7381316,144.8928873
Essendon Fields,supermarket,Woolworths,-37.7381501,144.8928594
Bellfield,supermarket,Woolworths,-37.7383116,145.0284356
Coburg,supermarket,Woolworths,-37.7438688,144.9638043
Cairnlea,supermarket,Woolworths,-37.7448814,144.8016816
Avondale Heights,supermarket,Woolworths,-37.7502451,144.8609684
Albanvale,supermarket,Woolworths,-37.7508329,144.7734061
Thornbury,supermarket,Woolworths,-37.751159,145.003581
Heidelberg,supermarket,Woolworths,-37.7590857,145.0686273
Lilydale,supermarket,Woolworths,-37.7601449,145.3494123
Travancore,supermarket,Woolworths,-37.7677535,144.9214136
Carlton North,supermarket,Woolworths,-37.7697835,144.9600119
Alphington,supermarket,Woolworths,-37.7701721,145.0416219
Doncaster,supermarket,Woolworths,-37.7729494,145.1136659
Maribyrnong,supermarket,Woolworths,-37.7732859,144.8896964
Carlton North,supermarket,Woolworths,-37.7758181,144.9618499
Sunshine,supermarket,Woolworths,-37.7803951,144.8319234
Doncaster,supermarket,Woolworths,-37.7867173,145.1262784
Travancore,supermarket,Woolworths,-37.7871515,144.92789
Doncaster East,supermarket,Woolworths,-37.7894683,145.15829
Parkville,supermarket,Woolworths,-37.7963605,144.940678
Carlton,supermarket,Woolworths,-37.7981407,144.9683576
Croydon,supermarket,Woolworths,-37.8001309,145.2830309
Carlton,supermarket,Woolworths,-37.8014256,144.9832348
Kilsyth,supermarket,Woolworths,-37.803235,145.3108152
Kew,supermarket,Woolworths,-37.8057563,145.0309266
Richmond,supermarket,Woolworths,-37.8093706,144.99558
Melbourne,supermarket,Woolworths,-37.8110951,144.9655613
Ringwood,supermarket,Woolworths,-37.8120412,145.2284585
Docklands,supermarket,Woolworths,-37.8120887,144.9391271
Blackburn,supermarket,Woolworths,-37.8123394,145.1527346
Surrey Hills,supermarket,Woolworths,-37.812641,145.0831702
Box Hill North,supermarket,Woolworths,-37.8195494,145.1212804
South Melbourne,supermarket,Woolworths,-37.8205606,144.9436054
Hawthorn East,supermarket,Woolworths,-37.8208755,145.0363418
South Melbourne,supermarket,Woolworths,-37.8210674,144.9500958
Kilsyth South,supermarket,Woolworths,-37.8229337,145.3020376
Melbourne,supermarket,Woolworths,-37.82581,144.9635577
Hawthorn East,supermarket,Woolworths,-37.8294287,145.058971
South Melbourne,supermarket,Woolworths,-37.8306564,144.9573651
Docklands,supermarket,Woolworths,-37.8311018,144.9307435
Blackburn South,supermarket,Woolworths,-37.8312489,145.1473581
South Kingsville,supermarket,Woolworths,-37.8318024,144.8831375
Camberwell,supermarket,Woolworths,-37.8340002,145.0773307
Forest Hill,supermarket,Woolworths,-37.8358294,145.1644531
South Yarra,supermarket,Woolworths,-37.8371902,144.9969896
Forest Hill,supermarket,Woolworths,-37.8374684,145.1844001
Tarneit,supermarket,Woolworths,-37.8400099,144.6738163
Prahran,supermarket,Woolworths,-37.8405629,145.0081654
Bayswater,supermarket,Woolworths,-37.8408888,145.2627028
Altona North,supermarket,Woolworths,-37.8427366,144.8448831
Malvern,supermarket,Woolworths,-37.8456299,145.0422777
South Yarra,supermarket,Woolworths,-37.8474492,144.9927111
South Yarra,supermarket,Woolworths,-37.8481054,145.0052368
Blackburn South,supermarket,Woolworths,-37.8489987,145.1339749
Blackburn South,supermarket,Woolworths,-37.8527844,145.1344072
Williamstown North,supermarket,Woolworths,-37.8577633,144.8825866
Boronia,supermarket,Woolworths,-37.8616619,145.2843812
Hoppers Crossing,supermarket,Woolworths,-37.862377,144.6871827
Malvern,supermarket,Woolworths,-37.8628805,145.0271098
Ashburton,supermarket,Woolworths,-37.8664371,145.0937478
Williams Landing,supermarket,Woolworths,-37.867388,144.7424967
St Kilda,supermarket,Woolworths,-37.868243,144.991277
St Kilda,supermarket,Woolworths,-37.8685209,144.978811
Glen Waverley,supermarket,Woolworths,-37.8747173,145.1648652
Mount Waverley,supermarket,Woolworths,-37.8784183,145.1276618
Ferntree Gully,supermarket,Woolworths,-37.883705,145.2778081
Murrumbeena,supermarket,Woolworths,-37.8845285,145.0587077
Hughesdale,supermarket,Woolworths,-37.887188,145.0842821
Caulfield East,supermarket,Woolworths,-37.8876801,145.0564116
Mambourin,supermarket,Woolworths,-37.8880208,144.6072287
Ormond,supermarket,Woolworths,-37.8889215,145.0410268
Ferntree Gully,supermarket,Woolworths,-37.889438,145.2936982
Scoresby,supermarket,Woolworths,-37.8983779,145.2318694
Werribee,supermarket,Woolworths,-37.8992104,144.662848
Oakleigh East,supermarket,Woolworths,-37.9009686,145.0910073
Belgrave,supermarket,Woolworths,-37.9095382,145.3526923
Wheelers Hill,supermarket,Woolworths,-37.9097755,145.1898734
Brighton,supermarket,Woolworths,-37.9154629,144.99538
McKinnon,supermarket,Woolworths,-37.9195218,145.0421121
Rowville,supermarket,Woolworths,-37.9209702,145.2351822
Clayton,supermarket,Woolworths,-37.9212208,145.1399271
Oakleigh South,supermarket,Woolworths,-37.9219021,145.0834939
Hampton East,supermarket,Woolworths,-37.9347217,145.0389409
Hampton,supermarket,Woolworths,-37.9371235,145.0020806
Clarinda,supermarket,Woolworths,-37.9403963,145.1037428
Hampton East,supermarket,Woolworths,-37.9490549,145.0409963
Springvale,supermarket,Woolworths,-37.9533977,145.151589
Cheltenham,supermarket,Woolworths,-37.9595542,145.0555939
Dandenong,supermarket,Woolworths,-37.974201,145.2052615
Endeavour Hills,supermarket,Woolworths,-37.9762694,145.2592951
Mentone,supermarket,Woolworths,-37.981623,145.0624125
Dingley Village,supermarket,Woolworths,-37.9834708,145.1329898
Mentone,supermarket,Woolworths,-37.9841,145.077111
Dandenong,supermarket,Woolworths,-37.9874773,145.2177309
Keysborough,supermarket,Woolworths,-37.9929941,145.172621
Eumemmerring,supermarket,Woolworths,-38.0052689,145.2483456
Mordialloc,supermarket,Woolworths,-38.0080122,145.0867012
Keysborough,supermarket,Woolworths,-38.0117526,145.1606959
Narre Warren,supermarket,Woolworths,-38.0168578,145.3006679
Berwick,supermarket,Woolworths,-38.0295132,145.3468395
Hampton Park,supermarket,Woolworths,-38.032744,145.2663806
Chelsea,supermarket,Woolworths,-38.0543304,145.1158311
